OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
1993,699,4,2014-06-16,2014-06-30,2014-06-26,3,56.52,Oozz,7508 Dennis Plaza,Höganäs,Skåne,263 25,Sweden
1994,511,98,2014-08-25,2014-09-08,2014-09-04,2,58.53,Ntag,85638 Kenwood Circle,Chicacao,,,Guatemala
1995,89,27,2013-12-05,2013-12-19,2013-12-15,2,30.87,Brightdog,66 Green Parkway,Renliu,,,China
1996,821,75,2014-01-01,2014-01-15,2014-01-11,3,81.32,Meevee,75 High Crossing Lane,Sanlian,,,China
1997,732,23,2014-09-06,2014-09-20,2014-09-16,3,15.98,Twimm,75 Lyons Plaza,Jindu,,,China
1998,311,71,2014-11-06,2014-11-20,2014-11-16,1,48.08,Innotype,5123 Bobwhite Hill,Sanli,,,China
1999,760,20,2014-03-08,2014-03-22,2014-03-18,1,25.99,Dabtype,20 Blaine Hill,Caacupé,,,Paraguay
2000,876,82,2014-08-05,2014-08-19,2014-08-15,1,54.42,Jabbersphere,2 Leroy Street,Savyon,,,Israel
2001,418,21,2014-11-23,2014-12-07,2014-12-03,2,90.04,Mycat,989 Declaration Alley,Aguitu,,,China
2002,280,39,2014-02-21,2014-03-07,2014-03-03,2,71.66,Quinu,11 Stephen Drive,Amouguer,,,Morocco
2003,709,11,2014-10-04,2014-10-18,2014-10-14,2,49.68,Photolist,0 Northridge Pass,Pemzashen,,,Armenia
2004,578,72,2014-11-19,2014-12-03,2014-11-29,2,57.36,Buzzshare,18 Drewry Trail,Shiye,,,China
2005,582,1,2013-12-19,2014-01-02,2013-12-29,3,72.97,Gabspot,79 Corscot Way,Petaling Jaya,Selangor,46964,Malaysia
2006,697,93,2014-08-08,2014-08-22,2014-08-18,3,82.07,Twitternation,00235 Lindbergh Road,Voskehask,,,Armenia
2007,652,38,2014-11-15,2014-11-29,2014-11-25,3,6.23,Skipstorm,7683 Autumn Leaf Road,Lameira,Porto,4610-572,Portugal
2008,734,98,2013-12-20,2014-01-03,2013-12-30,2,47.91,Quatz,406 Arrowood Way,Åkersberga,Stockholm,184 34,Sweden
2009,425,17,2014-04-23,2014-05-07,2014-05-03,2,88.95,Skiptube,7 Grim Avenue,Farap,,,Turkmenistan
2010,287,10,2014-03-01,2014-03-15,2014-03-11,2,63.58,Linktype,45099 Hoepker Park,Karaidel’,,,Russia
2011,833,11,2014-01-12,2014-01-26,2014-01-22,1,9.86,Dazzlesphere,8711 Charing Cross Avenue,Qumudi,,,China
2012,488,61,2014-11-13,2014-11-27,2014-11-23,2,94.69,Voolith,33892 Dryden Trail,Retorta,Porto,4480-345,Portugal
2013,737,27,2014-03-21,2014-04-04,2014-03-31,1,41.62,Skinder,000 Hazelcrest Circle,Ikedachō,,,Japan
2014,252,92,2014-01-13,2014-01-27,2014-01-23,2,89.36,Fanoodle,356 West Parkway,Ust’-Kachka,,,Russia
2015,68,84,2014-05-18,2014-06-01,2014-05-28,2,96.42,Edgetag,98 Summerview Parkway,Raga,,,South Sudan
2016,42,22,2014-06-26,2014-07-10,2014-07-06,2,81.86,Devbug,2 Hauk Point,Baganhilir,,,Indonesia
2017,760,82,2014-01-09,2014-01-23,2014-01-19,2,17.28,Midel,97884 Melby Pass,Santiago,,,Paraguay
2018,789,78,2014-05-29,2014-06-12,2014-06-08,2,66.28,Yakitri,03227 Roxbury Park,Sinamar,,,Philippines
2019,900,43,2014-11-23,2014-12-07,2014-12-03,3,23.73,Aimbo,7 Starling Park,Dongkeng,,,China
2020,518,53,2014-04-01,2014-04-15,2014-04-11,1,32.51,Topicblab,678 Cardinal Terrace,Romba,,,Indonesia
2021,777,37,2014-10-03,2014-10-17,2014-10-13,1,49.05,Digitube,8276 Ridge Oak Park,Couço,Santarém,2100-309,Portugal
2022,384,31,2013-11-30,2013-12-14,2013-12-10,3,83.19,Gabtype,52 Steensland Road,Angkimang,,,Indonesia
2023,8,76,2013-11-25,2013-12-09,2013-12-05,3,32.98,Gigazoom,399 Delaware Way,Itaparica,,,Brazil
2024,730,1,2014-01-15,2014-01-29,2014-01-25,2,50.25,Flashset,6 La Follette Circle,Yoiqag,,,China
2025,291,36,2014-08-08,2014-08-22,2014-08-18,3,60.2,Browsetype,97 Eggendart Court,Ketanggi,,,Indonesia
2026,883,49,2014-09-28,2014-10-12,2014-10-08,1,17.1,Jayo,01139 Luster Plaza,Łaszczów,,,Poland
2027,346,17,2014-06-06,2014-06-20,2014-06-16,3,94.22,Meezzy,0 Doe Crossing Parkway,Belawang,,,Indonesia
2028,668,66,2014-07-25,2014-08-08,2014-08-04,3,62.46,Latz,7413 Golf Drive,Lévis,,,Canada
2029,64,35,2014-11-23,2014-12-07,2014-12-03,1,68.92,Kaymbo,87 Independence Court,Ostojićevo,,,Serbia
2030,9,2,2014-11-14,2014-11-28,2014-11-24,1,85.62,Zoozzy,66067 Wayridge Junction,Capitán Bado,,,Paraguay
2031,27,60,2014-10-15,2014-10-29,2014-10-25,3,30.3,Babbleset,62 Kennedy Circle,Phatthana Nikhom,,,Thailand
2032,781,96,2014-07-02,2014-07-16,2014-07-12,1,59.49,Shufflester,48 Fordem Avenue,San Isidro,,,Philippines
2033,419,26,2014-05-13,2014-05-27,2014-05-23,1,2.19,Miboo,4 Hauk Terrace,Bergen,Hordaland,5828,Norway
2034,356,56,2014-03-08,2014-03-22,2014-03-18,3,70.98,Brightdog,80 Eastwood Way,Yashalta,,,Russia
2035,665,1,2014-11-08,2014-11-22,2014-11-18,1,85.58,Feedfish,06 Emmet Place,Gechuan,,,China
2036,80,14,2014-07-06,2014-07-20,2014-07-16,3,60.33,Jabberstorm,65939 Fuller Center,Outeiro de Polima,Lisboa,2785-505,Portugal
2037,519,11,2014-04-17,2014-05-01,2014-04-27,2,64.93,Meezzy,02 Kropf Pass,Tinaco,,,Venezuela
2038,860,22,2013-12-16,2013-12-30,2013-12-26,1,1.9,Bubbletube,22101 Toban Crossing,Tatebayashi,,,Japan
2039,721,93,2014-05-17,2014-05-31,2014-05-27,1,24.28,Bubblebox,14 Scoville Pass,Książki,,,Poland
2040,7,44,2014-06-01,2014-06-15,2014-06-11,3,3.15,Jazzy,4842 Prairie Rose Park,Luzon,,,Philippines
2041,561,76,2014-07-20,2014-08-03,2014-07-30,1,3.52,Jaxworks,34 Dorton Place,Semypolky,,,Ukraine
2042,431,82,2014-06-09,2014-06-23,2014-06-19,1,42.57,Quatz,61734 Brickson Park Trail,Bilajari,,,Azerbaijan
2043,649,6,2013-12-29,2014-01-12,2014-01-08,1,81.56,Vitz,20812 Rusk Lane,Arys,,,Kazakhstan
2044,162,65,2014-01-03,2014-01-17,2014-01-13,2,51.24,Skidoo,60 Kennedy Street,Bayanhoshuu,,,Mongolia
2045,405,81,2013-11-27,2013-12-11,2013-12-07,1,57.24,Yodo,9 1st Lane,Sang-e Māshah,,,Afghanistan
2046,829,4,2014-06-20,2014-07-04,2014-06-30,3,50.92,Shuffledrive,62299 Hooker Junction,Longzui,,,China
2047,169,21,2014-04-01,2014-04-15,2014-04-11,1,7.89,Fiveclub,42 Pine View Pass,Steinkjer,Nord-Trondelag,7729,Norway
2048,137,16,2014-05-19,2014-06-02,2014-05-29,3,9.47,Feedfish,2 Commercial Avenue,Chanika,,,Tanzania
2049,435,9,2014-07-25,2014-08-08,2014-08-04,3,26.1,Browsetype,1 Mitchell Trail,Daxi,,,China
2050,603,32,2013-12-31,2014-01-14,2014-01-10,1,68.79,Avamba,47 Brentwood Pass,Baratã,Lisboa,2725-191,Portugal
2051,572,14,2014-04-28,2014-05-12,2014-05-08,1,73.68,Trupe,0 Tennyson Street,Libog,,,Philippines
2052,177,61,2014-02-27,2014-03-13,2014-03-09,2,91.45,Voonix,9840 Oak Valley Lane,Rumburk,,,Czech Republic
2053,547,77,2013-12-29,2014-01-12,2014-01-08,3,72.36,LiveZ,88099 Amoth Place,Gondomar,Braga,4800-198,Portugal
2054,83,57,2014-08-07,2014-08-21,2014-08-17,3,15.87,Camimbo,858 Corry Terrace,Wilkes Barre,Pennsylvania,18706,United States
2055,237,19,2014-07-24,2014-08-07,2014-08-03,2,97.63,Fliptune,697 Dorton Center,Botevgrad,,,Bulgaria
2056,737,91,2013-12-07,2013-12-21,2013-12-17,3,43.96,Ntag,605 High Crossing Trail,Chaoyang,,,China
2057,90,47,2014-03-31,2014-04-14,2014-04-10,1,98.77,Riffpedia,1939 Blackbird Court,Catarman,,,Philippines
2058,435,22,2014-10-15,2014-10-29,2014-10-25,3,22.34,Kare,3 Warner Place,Novodvinsk,,,Russia
2059,742,100,2014-05-08,2014-05-22,2014-05-18,1,34.27,Mydeo,269 Gina Way,Makin Village,,,Kiribati
2060,251,31,2014-07-26,2014-08-09,2014-08-05,3,1.67,Fiveclub,6517 Huxley Trail,Hamakita,,,Japan
2061,816,61,2014-03-28,2014-04-11,2014-04-07,3,75.57,Dynabox,530 Clarendon Junction,Muheza,,,Tanzania
2062,669,75,2013-11-25,2013-12-09,2013-12-05,3,24.84,Zoonder,1 Warner Hill,Leer,,,South Sudan
2063,560,95,2014-11-21,2014-12-05,2014-12-01,1,2.09,Bubblemix,9 Macpherson Crossing,Stockholm,Stockholm,126 12,Sweden
2064,89,68,2014-10-25,2014-11-08,2014-11-04,3,39.01,Thoughtworks,989 American Road,Coromandel,,,New Zealand
2065,889,11,2014-02-23,2014-03-09,2014-03-05,3,47.62,Twimbo,49 Doe Crossing Terrace,Haiyang,,,China
2066,511,10,2014-01-29,2014-02-12,2014-02-08,2,36.53,Skyba,8290 Transport Street,Malita,,,Philippines
2067,194,23,2014-06-26,2014-07-10,2014-07-06,3,61.13,Buzzdog,2838 Green Ridge Parkway,Nouna,,,Burkina Faso
2068,852,92,2014-06-06,2014-06-20,2014-06-16,1,77.39,Yombu,90511 Lighthouse Bay Crossing,Seattle,Washington,98185,United States
2069,678,99,2014-01-26,2014-02-09,2014-02-05,3,60.11,Ntags,52708 Menomonie Alley,Oslo,Oslo,1291,Norway
2070,692,53,2014-06-11,2014-06-25,2014-06-21,3,72.25,Linkbridge,3 Red Cloud Hill,Tungguwaneng,,,Indonesia
2071,603,95,2014-06-24,2014-07-08,2014-07-04,1,52.97,Blogtags,73 Warbler Hill,Värnamo,Jönköping,331 29,Sweden
2072,338,23,2014-04-01,2014-04-15,2014-04-11,3,63.98,Tazz,375 Morrow Street,Lingqian,,,China
2073,745,1,2013-12-11,2013-12-25,2013-12-21,2,81.14,Meetz,9082 Burrows Point,Qianzhou,,,China
2074,768,95,2014-09-03,2014-09-17,2014-09-13,2,69.63,Oyonder,0596 Summerview Road,Caramanta,,,Colombia
2075,67,10,2014-10-11,2014-10-25,2014-10-21,1,47.61,Skiptube,56 Bayside Center,Xintang,,,China
2076,804,13,2014-06-26,2014-07-10,2014-07-06,1,29.3,Buzzbean,62 Lakeland Place,Makin Village,,,Kiribati
2077,776,62,2014-03-27,2014-04-10,2014-04-06,3,19.34,Yacero,5419 Blaine Park,Lazurne,,,Ukraine
2078,386,56,2014-09-09,2014-09-23,2014-09-19,3,17.09,Zazio,4501 Evergreen Trail,Inuotose,,,Japan
2079,847,96,2014-07-15,2014-07-29,2014-07-25,2,52.35,Quinu,1349 Aberg Lane,Humble,Texas,77346,United States
2080,406,48,2014-08-17,2014-08-31,2014-08-27,1,84.48,Trudoo,7162 Hoard Alley,Elverum,Hedmark,2418,Norway
2081,570,93,2014-03-10,2014-03-24,2014-03-20,1,62.26,Yombu,26 Drewry Avenue,Tak,,,Thailand
2082,378,29,2014-04-18,2014-05-02,2014-04-28,1,74.1,Skinte,27132 Prairieview Pass,St. Catharines,,,Canada
2083,585,97,2013-12-25,2014-01-08,2014-01-04,1,17.76,Gigaclub,74963 Marcy Plaza,Klokot,,,Kosovo
2084,406,20,2014-06-01,2014-06-15,2014-06-11,1,23.71,Mymm,8888 Talisman Circle,Plottier,,,Argentina
2085,120,4,2013-12-08,2013-12-22,2013-12-18,3,87.27,Topicware,143 6th Hill,Qilin,,,China
2086,709,20,2014-05-02,2014-05-16,2014-05-12,2,96.68,Topicware,9652 Jenna Trail,Santiago Puringla,,,Honduras
2087,101,25,2014-05-10,2014-05-24,2014-05-20,2,24.06,Yadel,08 Clyde Gallagher Drive,Umeå,Västerbotten,901 02,Sweden
2088,799,20,2014-10-08,2014-10-22,2014-10-18,1,28.02,Fivebridge,61 Fair Oaks Hill,Lomme,Nord-Pas-de-Calais,59468 CEDEX,France
2089,414,24,2014-07-30,2014-08-13,2014-08-09,3,11.83,Innojam,706 Di Loreto Plaza,Pagaruša,,,Kosovo
2090,353,27,2014-11-06,2014-11-20,2014-11-16,1,94.8,Yambee,56166 Logan Terrace,Joinville,,,Brazil
2091,594,91,2014-04-26,2014-05-10,2014-05-06,1,26.18,Fadeo,687 Delaware Park,Bureya,,,Russia
2092,292,80,2014-01-18,2014-02-01,2014-01-28,3,88.1,Flashdog,6 Graceland Junction,Szczytno,,,Poland
2093,540,100,2014-04-22,2014-05-06,2014-05-02,3,33.89,Tavu,26323 Fieldstone Crossing,Tagana-an,,,Philippines
2094,653,35,2014-08-04,2014-08-18,2014-08-14,3,47.15,Oyoyo,167 Ramsey Lane,Dasha,,,China
2095,897,30,2014-06-04,2014-06-18,2014-06-14,3,62.35,Zoonoodle,98 Fuller Street,Liang,,,Indonesia
2096,615,7,2014-07-07,2014-07-21,2014-07-17,2,76.62,Voonder,040 Mifflin Place,Qianjiang,,,China
2097,202,10,2014-08-05,2014-08-19,2014-08-15,1,26,Realpoint,2 Coolidge Alley,Köping,Västmanland,731 27,Sweden
2098,105,71,2014-08-30,2014-09-13,2014-09-09,1,49.81,Jayo,0 Gateway Lane,Mercedes,,,Costa Rica
2099,125,18,2014-03-11,2014-03-25,2014-03-21,3,58.22,Brainlounge,09623 Eggendart Place,Andongwei,,,China
2100,814,99,2014-10-26,2014-11-09,2014-11-05,1,73.71,DabZ,798 Schurz Point,Kitakami,,,Japan
2101,368,9,2014-09-03,2014-09-17,2014-09-13,2,67.47,InnoZ,0 American Ash Street,Punākha,,,Bhutan
2102,768,18,2014-07-29,2014-08-12,2014-08-08,2,51.52,Mycat,15 Troy Avenue,Pontevedra,Galicia,36005,Spain
2103,318,49,2014-01-11,2014-01-25,2014-01-21,2,62.38,Talane,61 Harbort Park,Sidi Yahia el Gharb,,,Morocco
2104,221,17,2014-03-13,2014-03-27,2014-03-23,3,15.43,Zava,860 Forest Point,Kalisari,,,Indonesia
2105,885,22,2014-02-03,2014-02-17,2014-02-13,1,92.03,Feedfire,7555 Clove Drive,Shenwan,,,China
2106,546,20,2014-01-14,2014-01-28,2014-01-24,2,19.35,Youspan,24833 Sloan Street,Sosnovka,,,Russia
2107,40,49,2014-03-20,2014-04-03,2014-03-30,3,76.97,Photospace,01 Eagle Crest Hill,Jomda,,,China
2108,187,66,2014-04-03,2014-04-17,2014-04-13,1,50,Brainsphere,1682 Burrows Road,Binjai,,,Indonesia
2109,24,91,2013-12-16,2013-12-30,2013-12-26,1,17.04,Livefish,1 Delladonna Park,Bereeda,,,Somalia
2110,729,57,2014-03-18,2014-04-01,2014-03-28,1,74.19,Skaboo,97 Merrick Street,Janiuay,,,Philippines
2111,706,64,2014-03-22,2014-04-05,2014-04-01,3,49.99,Tagchat,92401 Lunder Pass,Futian,,,China
2112,148,12,2013-11-27,2013-12-11,2013-12-07,3,75.02,Thoughtblab,89524 Upham Trail,Buarcos,Coimbra,3080-222,Portugal
2113,517,82,2014-03-13,2014-03-27,2014-03-23,1,6.42,Mynte,9590 Banding Road,Valdice,,,Czech Republic
2114,763,44,2014-06-17,2014-07-01,2014-06-27,2,32.64,Jaxspan,0078 Morrow Place,Bélabo,,,Cameroon
2115,131,78,2014-01-23,2014-02-06,2014-02-02,3,96.04,Dynabox,459 Waywood Parkway,Miami,Florida,33175,United States
2116,792,55,2014-05-12,2014-05-26,2014-05-22,1,24.51,Jabbertype,93148 Killdeer Pass,Trairi,,,Brazil
2117,671,58,2014-10-11,2014-10-25,2014-10-21,1,34.82,Skyndu,34 Fuller Center,Flagstaff,,,South Africa
2118,425,72,2014-08-04,2014-08-18,2014-08-14,1,89.64,Skidoo,4 Brentwood Avenue,Xipu,,,China
2119,580,91,2014-09-20,2014-10-04,2014-09-30,2,51.07,Skimia,354 Tomscot Alley,Hodkovice nad Mohelkou,,,Czech Republic
2120,505,62,2013-12-26,2014-01-09,2014-01-05,3,84.66,Wikivu,2508 Continental Junction,Carrières-sur-Seine,Île-de-France,78424 CEDEX,France
2121,512,42,2014-05-07,2014-05-21,2014-05-17,1,46.11,Quinu,729 David Parkway,Chicago,Illinois,60609,United States
2122,687,57,2014-03-29,2014-04-12,2014-04-08,3,87.02,Tagcat,343 Fair Oaks Place,Shahe,,,China
2123,624,45,2014-01-13,2014-01-27,2014-01-23,3,54.72,Feednation,0415 Nancy Place,Siluko,,,Nigeria
2124,845,30,2014-07-18,2014-08-01,2014-07-28,1,63.82,Zazio,8 Village Terrace,Bandung,,,Indonesia
2125,449,73,2014-09-11,2014-09-25,2014-09-21,2,65.44,Skilith,5 Lakeland Pass,Envira,,,Brazil
2126,777,50,2014-05-31,2014-06-14,2014-06-10,2,51.2,Trupe,68435 Ludington Alley,Banes,,,Cuba
2127,709,83,2014-06-23,2014-07-07,2014-07-03,3,77.62,Jaloo,7 Muir Court,Kobeřice,,,Czech Republic
2128,12,78,2014-06-14,2014-06-28,2014-06-24,2,44.07,Layo,98762 Village Green Place,Mbaké,,,Senegal
2129,708,83,2014-10-30,2014-11-13,2014-11-09,3,14.43,Thoughtbridge,653 Park Meadow Terrace,La Concepcion,Veracruz Llave,92905,Mexico
2130,894,12,2014-07-05,2014-07-19,2014-07-15,3,19.84,Divape,1 Nevada Way,Chirilagua,,,El Salvador
2131,398,12,2014-01-01,2014-01-15,2014-01-11,1,21.62,Youspan,47827 Anderson Way,Kętrzyn,,,Poland
2132,242,99,2014-02-05,2014-02-19,2014-02-15,2,45.71,Divape,8021 Raven Hill,Roioen,,,Indonesia
2133,744,49,2014-05-06,2014-05-20,2014-05-16,3,96.25,Edgeblab,6951 Tennessee Way,Shuanghekou,,,China
2134,88,69,2014-03-18,2014-04-01,2014-03-28,1,10.93,Voomm,1108 Rockefeller Alley,Fort McMurray,,,Canada
2135,886,63,2014-11-08,2014-11-22,2014-11-18,1,30.69,Eamia,0112 Manley Plaza,Picton,,,Canada
2136,654,69,2013-12-06,2013-12-20,2013-12-16,1,28.35,Dynabox,49787 Cardinal Drive,London,England,WC1B,United Kingdom
2137,5,72,2014-10-28,2014-11-11,2014-11-07,1,34.36,Twinte,768 Carioca Court,Tegalsari,,,Indonesia
2138,555,12,2014-09-03,2014-09-17,2014-09-13,3,84.62,Youtags,0 Calypso Street,Carabayllo,,,Peru
2139,443,72,2014-04-24,2014-05-08,2014-05-04,1,72.85,Skyba,18925 Bluejay Way,Qa‘ţabah,,,Yemen
2140,515,12,2014-06-10,2014-06-24,2014-06-20,3,37.02,Jaxbean,8129 Weeping Birch Plaza,Ziguinchor,,,Senegal
2141,730,31,2014-10-29,2014-11-12,2014-11-08,2,85.27,Yodoo,4670 Buena Vista Parkway,Liujia,,,China
2142,884,40,2014-03-17,2014-03-31,2014-03-27,1,46.57,Meejo,232 Scott Lane,Teupasenti,,,Honduras
2143,678,87,2014-05-12,2014-05-26,2014-05-22,2,47.13,Avaveo,322 Bonner Hill,Pestovo,,,Russia
2144,759,96,2014-04-25,2014-05-09,2014-05-05,2,14.93,Miboo,1873 Canary Trail,Baoshui,,,China
2145,894,44,2014-03-26,2014-04-09,2014-04-05,3,59.06,Muxo,194 Summer Ridge Street,Llacanora,,,Peru
2146,891,42,2014-04-02,2014-04-16,2014-04-12,1,47.26,Skaboo,7292 Paget Center,Tanjungbatu,,,Indonesia
2147,747,51,2014-06-18,2014-07-02,2014-06-28,2,39.7,Miboo,07574 Park Meadow Hill,Alexandroúpoli,,,Greece
2148,381,71,2014-02-18,2014-03-04,2014-02-28,2,34.74,Plajo,972 Forest Run Hill,Piripiri,,,Brazil
2149,226,46,2014-03-30,2014-04-13,2014-04-09,2,19.27,Pixonyx,21715 Tomscot Point,Lékhaio,,,Greece
2150,182,72,2014-02-12,2014-02-26,2014-02-22,2,60.83,Realblab,3464 Sunfield Center,Sanski Most,,,Bosnia and Herzegovina
2151,537,48,2014-09-10,2014-09-24,2014-09-20,3,16.26,Voolith,41 Novick Circle,Fagatogo,,,American Samoa
2152,350,44,2014-04-18,2014-05-02,2014-04-28,3,31.87,Jatri,5 Mayfield Pass,Radovitskiy,,,Russia
2153,79,52,2014-04-09,2014-04-23,2014-04-19,1,65.02,Gigazoom,7 Esch Circle,Sandviken,Gävleborg,811 53,Sweden
2154,716,91,2014-06-12,2014-06-26,2014-06-22,3,24.25,Roombo,32457 Westport Street,Pedro Juan Caballero,,,Paraguay
2155,672,23,2014-01-28,2014-02-11,2014-02-07,3,69.6,JumpXS,99133 Straubel Road,Krutinka,,,Russia
2156,678,3,2014-03-20,2014-04-03,2014-03-30,2,31.43,Zoovu,5658 Northridge Park,Corralito,,,Argentina
2157,8,32,2014-04-16,2014-04-30,2014-04-26,2,54.92,Kazio,03613 Cardinal Parkway,Győr,Győr-Moson-Sopron,9024,Hungary
2158,784,93,2014-09-14,2014-09-28,2014-09-24,1,39.86,Skidoo,8442 Division Crossing,Alegrete,,,Brazil
2159,354,4,2014-02-01,2014-02-15,2014-02-11,1,72.6,Voomm,009 Lakewood Hill,Banovo Polje,,,Serbia
2160,99,52,2014-09-28,2014-10-12,2014-10-08,2,77.53,Blogspan,46011 Laurel Avenue,Berkovitsa,,,Bulgaria
2161,76,6,2014-05-31,2014-06-14,2014-06-10,2,19.41,Skalith,86230 Melvin Circle,Taounza,,,Morocco
2162,469,28,2014-03-24,2014-04-07,2014-04-03,1,34.3,Linktype,852 Manley Center,Shilovo,,,Russia
2163,675,92,2014-08-18,2014-09-01,2014-08-28,3,38.89,Omba,2 Crowley Street,Maracanaú,,,Brazil
2164,769,58,2014-03-01,2014-03-15,2014-03-11,1,10.45,Twimbo,70 Buell Terrace,Qingqu,,,China
2165,867,77,2014-01-12,2014-01-26,2014-01-22,1,15.97,Quinu,5 Lien Terrace,Bajomulyo,,,Indonesia
2166,737,59,2014-08-08,2014-08-22,2014-08-18,2,11.3,Tambee,9500 Luster Avenue,Qili,,,China
2167,517,67,2014-01-15,2014-01-29,2014-01-25,3,19,Zooxo,96644 Blue Bill Park Crossing,Kete Krachi,,,Ghana
2168,747,64,2014-08-06,2014-08-20,2014-08-16,1,98.24,Skyble,9246 8th Place,Xankandi,,,Azerbaijan
2169,483,28,2014-02-13,2014-02-27,2014-02-23,3,6.5,Shuffletag,71558 Huxley Terrace,Sasar,,,Indonesia
2170,58,36,2014-05-22,2014-06-05,2014-06-01,3,94.06,Yozio,803 Maryland Lane,Seixas,Coimbra,3405-400,Portugal
2171,199,28,2014-10-24,2014-11-07,2014-11-03,2,49.19,Topdrive,7951 Mayfield Street,Kasina Wielka,,,Poland
2172,41,70,2014-10-29,2014-11-12,2014-11-08,2,64.82,Oyoyo,95 Lawn Court,Jaunpils,,,Latvia
2173,751,87,2014-11-01,2014-11-15,2014-11-11,1,54.91,Mymm,2882 Crescent Oaks Way,Kuteynykove,,,Ukraine
2174,28,64,2014-03-31,2014-04-14,2014-04-10,2,27.42,Linkbuzz,46 Mosinee Court,Magomeni,,,Tanzania
2175,681,76,2014-07-07,2014-07-21,2014-07-17,3,50.49,Quimm,68 Mendota Lane,San Felipe,,,Costa Rica
2176,225,40,2014-07-16,2014-07-30,2014-07-26,3,85.59,Youtags,3093 Main Point,Shangping,,,China
2177,140,65,2014-10-01,2014-10-15,2014-10-11,3,22.87,Yakitri,2 Linden Pass,Ngepoh Kidul,,,Indonesia
2178,46,95,2014-02-23,2014-03-09,2014-03-05,3,13.7,Yotz,4875 Eastwood Crossing,Kanggye-si,,,North Korea
2179,607,70,2014-03-15,2014-03-29,2014-03-25,2,33.72,Bluejam,539 Lindbergh Street,Biguaçu,,,Brazil
2180,617,71,2014-01-24,2014-02-07,2014-02-03,1,29.82,Zoovu,3 4th Trail,Siguqiao,,,China
2181,396,68,2014-10-06,2014-10-20,2014-10-16,2,56.02,Zoomcast,8 Columbus Plaza,Orléans,Centre,45911 CEDEX 9,France
2182,794,59,2014-03-29,2014-04-12,2014-04-08,1,66.9,Youspan,13 Ryan Road,Lindi,,,Tanzania
2183,819,42,2014-09-29,2014-10-13,2014-10-09,2,53.18,Mynte,1007 Mandrake Alley,Salavat,,,Russia
2184,593,66,2014-02-15,2014-03-01,2014-02-25,1,54.72,Blogpad,780 Leroy Hill,Banepa,,,Nepal
2185,816,10,2014-01-03,2014-01-17,2014-01-13,1,16.71,Talane,89182 Sachtjen Avenue,Corozal,,,Colombia
2186,52,6,2014-10-05,2014-10-19,2014-10-15,1,42.39,Zoozzy,35 Vahlen Circle,Krajan Selatan,,,Indonesia
2187,890,9,2014-04-21,2014-05-05,2014-05-01,1,20.13,Cogibox,93265 Hansons Crossing,Guiwu,,,China
2188,723,63,2014-03-26,2014-04-09,2014-04-05,1,83.99,Quaxo,7068 Thackeray Crossing,Nangka,,,Indonesia
2189,87,68,2014-08-13,2014-08-27,2014-08-23,1,50.6,JumpXS,985 Straubel Pass,Kyaukse,,,Myanmar
2190,200,78,2014-09-18,2014-10-02,2014-09-28,3,33.07,Dynabox,4562 Burrows Drive,Somerset East,,,South Africa
2191,501,70,2014-09-18,2014-10-02,2014-09-28,1,62.64,Avaveo,0 Fulton Center,Caibarién,,,Cuba
2192,262,1,2014-01-11,2014-01-25,2014-01-21,3,64.03,Jabbersphere,87724 Pine View Park,Warnes,,,Bolivia
2193,145,46,2014-05-17,2014-05-31,2014-05-27,2,10.82,Skivee,0595 Dexter Plaza,Santa Venera,,,Malta
2194,163,20,2014-04-22,2014-05-06,2014-05-02,1,26.81,Quimba,132 Crest Line Hill,Choujiang,,,China
2195,599,43,2014-01-06,2014-01-20,2014-01-16,3,60.97,Divavu,585 Toban Plaza,Bragança Paulista,,,Brazil
2196,306,40,2014-03-01,2014-03-15,2014-03-11,1,42.99,Wikizz,970 Elgar Hill,Jönköping,Jönköping,553 33,Sweden
2197,575,80,2014-10-26,2014-11-09,2014-11-05,3,29.76,Quatz,64068 Duke Lane,Motala,Östergötland,591 05,Sweden
2198,455,34,2014-07-31,2014-08-14,2014-08-10,3,21.93,Gabtype,152 Comanche Road,Sikka,,,Indonesia
2199,888,80,2014-08-04,2014-08-18,2014-08-14,3,20.69,Youfeed,2 Fairfield Street,Tanggeung Kolot,,,Indonesia
2200,857,98,2013-11-25,2013-12-09,2013-12-05,2,59.6,Avamba,2 Miller Point,Hengdian,,,China
2201,419,49,2014-10-14,2014-10-28,2014-10-24,3,74.97,Quinu,90 Fordem Road,Casais de Revelhos,Santarém,2200-463,Portugal
2202,816,25,2014-03-28,2014-04-11,2014-04-07,2,81.7,Mymm,175 Ridge Oak Trail,Oras,,,Philippines
2203,545,49,2014-09-08,2014-09-22,2014-09-18,3,96.22,Edgeclub,3 Surrey Terrace,Oslo,Oslo,0162,Norway
2204,196,8,2014-06-25,2014-07-09,2014-07-05,1,73.21,Wikido,79 Vera Pass,Tucheng,,,China
2205,179,72,2014-03-19,2014-04-02,2014-03-29,2,8.26,Mymm,2802 Elmside Place,Yipeng,,,China
2206,296,42,2014-04-28,2014-05-12,2014-05-08,2,90.94,Photospace,065 Talmadge Terrace,A’yi Take,,,China
2207,716,23,2014-02-21,2014-03-07,2014-03-03,3,92.48,Mynte,81685 Moland Lane,Novaya Usman’,,,Russia
