OrderID,ProductID,UnitPrice,Quantity,Discount
2916,69,65.2,2,0.16
635,2,62.29,10,0.76
4502,225,1.95,7,0.83
6476,258,47.71,1,0.1
3345,107,48.59,4,0.64
6820,606,46.92,9,0.04
73,747,78.67,1,0.37
3924,702,70.23,2,0.99
4186,609,23.67,8,0.63
1860,469,13.15,8,0.18
430,584,74.47,8,0.66
310,445,8.68,4,0.78
1556,160,17.33,7,0.7
5389,375,60.63,9,0.33
6069,146,12.38,7,0.55
7987,449,19.53,4,0.7
2473,669,92.94,1,0.73
1279,314,99.61,4,0.87
911,662,1.02,8,0.2
4534,738,78.86,8,0.37
4431,209,82.86,5,0.41
3666,770,6.67,9,0.03
7610,388,59.51,7,0.46
2305,152,48.11,1,0.14
5423,367,32.61,8,0.69
4658,430,96.55,7,0.55
7275,185,45.21,9,0.29
3876,351,10.38,6,0.4
8116,293,5.98,6,0.75
1583,299,78.75,10,0.13
3281,298,16.9,9,0.64
5878,99,16.08,7,0.51
1127,530,81.3,5,0.3
1629,504,53.79,3,0.2
7799,254,31.66,5,0.04
6791,79,83.77,3,0.97
1635,283,88.67,8,0.72
1621,539,61.33,5,0.82
1198,495,92.11,4,0.9
6419,619,13,6,0.4
4848,439,13.72,3,0.99
2056,304,73.5,6,0.71
2176,190,48.23,10,0.92
3491,171,86.84,7,0.86
1205,757,93.5,6,0.71
6543,320,76.67,7,0.74
3228,91,23.79,7,0.63
5696,386,58.65,1,0.59
6784,307,26.32,1,0.68
3646,306,65.22,8,0.79
6758,662,38.86,3,0.07
2437,137,13.67,4,0.04
7316,623,50.34,8,0.85
4735,483,40.87,2,0.6
3732,596,27.16,3,0.5
5546,142,45.48,6,0.59
2107,191,71.37,1,0.48
592,592,14.71,4,0.45
7810,295,70.91,2,0.55
1365,29,87.26,9,0.09
7300,512,46.67,3,0.12
8169,412,3.97,6,0.12
6138,182,25.81,4,0.87
37,288,65.29,6,0.85
476,267,17.65,7,0.6
6196,204,86.93,4,0.13
2711,393,19.78,2,0.3
4642,20,95.55,1,0.21
4252,106,88.12,10,0.25
4218,594,60.94,5,0.69
4392,755,17.83,8,0.03
3971,589,81.1,7,0.35
2536,22,59,10,0.26
2812,666,2.02,4,0.49
2551,94,74.84,6,0.9
7951,45,97.27,10,0.71
481,621,21.39,2,0.26
596,30,57.03,4,0.89
3558,48,46.77,1,0.37
8035,156,97.04,2,0.01
2922,43,58.67,3,0.44
4659,40,54.3,3,0.12
7775,414,70.64,7,0.39
3907,459,58.48,9,0.29
1188,191,51.4,10,0.24
3914,332,87.95,5,0.17
6493,128,15.75,10,0.63
3422,662,44.95,7,0.68
1479,257,52.04,10,0.97
4446,575,54,4,0.25
1489,135,59.69,10,0.4
7933,741,28.66,2,0.16
5394,122,46.72,10,0.54
4797,513,84.85,7,0.37
3781,756,37.72,7,0.71
6503,482,44.52,5,0.58
5344,599,37.6,2,0.05
6771,277,34.21,1,0.71
756,475,92.51,4,0.55
3788,548,62.13,2,0.56
6050,293,39.92,1,0.38
6411,64,21.93,8,0.03
5124,139,33.68,1,0.36
5330,9,87.99,10,0.56
307,297,54.28,5,0.25
5019,483,82.82,9,0.33
2747,598,40.19,9,0.85
7583,156,40.45,8,0.2
15,77,27.55,5,0.26
3556,184,71.92,7,0.44
3596,225,56.66,2,0.62
3208,741,4.8,8,0.33
5970,749,23.17,8,0.49
2475,388,73.18,4,0.61
5329,65,51.53,9,0.23
1610,708,3.78,7,0.2
5908,408,86.07,4,0.76
6429,42,89.68,9,0.62
8051,378,30.28,5,0.32
7401,420,49.43,9,0.65
390,77,5.85,7,0.15
1126,342,17.03,8,0.96
1428,293,76.17,3,0.17
3021,711,56.2,10,0.52
3757,335,79.72,8,0.81
8246,167,72.52,9,0.56
4680,279,33.28,9,0.15
1403,96,98.5,2,0.79
7782,326,13.61,4,0.95
3639,662,92.52,1,0.46
5079,242,67.77,10,0.28
1602,443,96.68,6,0.09
5425,82,56.23,10,0.58
1494,319,55.97,1,0.54
3013,427,73.14,5,0.75
600,183,90.35,10,0.5
437,71,81.41,4,0.87
7930,64,45.99,9,0.6
8065,544,64.76,4,0.15
2014,149,57.73,6,0.49
830,57,27.94,10,0.66
4859,294,88.35,4,0.53
3158,229,95.49,8,0.56
7401,456,96.33,6,0.13
8225,315,67.93,2,0.85
5143,694,29.29,3,0.02
123,472,43.59,1,0.77
219,72,91.89,4,0.05
3322,346,24.87,7,0.14
3202,59,48.22,8,0.4
265,212,52.08,4,0.56
6707,338,26.97,9,0.58
269,227,87.18,7,0.02
7671,586,38.15,2,0.27
5425,225,4.04,8,0.14
7042,148,80.82,6,0.23
814,645,12.68,6,0.39
6712,240,3.36,3,0.36
7327,629,60.75,6,0.48
7241,373,54.72,4,0.09
4545,110,58.51,7,0.68
5480,758,1.5,6,0.37
1302,651,3.51,7,0.34
2366,59,51.81,10,0.57
1690,540,1.28,7,0.38
779,208,98.54,8,0.98
2003,336,97.66,6,0.9
2601,509,45.04,10,0.4
1292,681,74.3,9,0.22
3336,266,43.2,10,0.55
5591,687,20.4,6,0.87
6970,514,14.57,3,0.29
4361,159,4.13,6,0.66
5690,261,57.69,8,0.9
7748,68,79.38,1,0.73
7739,615,90.31,6,0.33
4698,113,36.44,2,0.18
2693,661,79.13,1,0.74
8037,247,95.75,7,0.38
1428,396,24.89,8,0.59
3122,467,62.21,9,0.75
7488,737,20.31,1,0.52
6354,539,92.95,10,0.67
5341,347,27.02,4,0.76
6701,388,17.02,2,0.21
164,32,17.89,2,0.78
2782,48,51.59,10,0.67
249,494,65.51,3,0.32
6920,581,2.14,6,0.24
7512,717,81.53,2,0.37
186,588,73.99,2,0.37
1505,165,85.1,10,0.76
6214,418,28.1,9,0.44
3303,678,52.86,3,0.06
4889,431,39.82,8,0.71
2012,321,84.84,9,0.05
4435,209,54.7,9,0.22
8149,228,48.22,9,0.71
1549,533,58.05,2,0.74
1376,749,28.58,2,1
2780,12,85.4,9,0.05
5447,656,88.62,8,0.18
6733,122,59.14,7,0.89
6162,598,43.02,4,0.97
8053,679,44.61,1,0.57
5865,234,69.85,2,0.87
5267,80,4.38,7,0.44
6535,749,1.11,3,0.69
5645,610,51.96,9,0.29
6934,614,2.54,6,0.4
6624,286,90.14,6,0.48
8170,47,99.23,5,0.73
5012,504,55.49,1,0.93
5616,157,1.51,8,0.38
4672,480,25.52,8,0.42
4259,413,3.52,7,0.72
4013,234,9.25,4,0.15
2941,138,79.81,4,0.2
7121,273,88.14,6,0.52
3505,220,86.94,9,0.97
5065,297,25.77,9,0
7805,431,59.36,1,0.75
5626,153,10.96,9,0.39
2167,84,77.37,2,0.18
4931,559,59.18,3,0.33
7669,259,56.12,4,0.61
3617,448,54.61,4,0.94
3552,701,15.76,6,0.76
3812,603,4.22,4,0.4
4871,540,79.78,7,0.6
1183,252,77.63,2,0.25
108,89,81.08,7,0.38
1875,180,62.66,2,0.88
3228,35,62.57,4,0.96
3298,126,23.52,1,0.1
2192,615,93.93,3,0.1
5510,351,80.8,4,1
338,695,74.53,3,0.08
7361,605,74.8,1,0.07
2752,228,15.85,7,0.75
6119,189,99.57,1,0.88
1520,530,99.51,6,0.83
211,129,97.73,6,0.01
4861,79,78.62,3,0.58
7330,222,56.41,6,0.17
2068,226,38.13,7,0.52
740,336,11.37,5,0.97
2563,664,50.2,8,1
2276,662,25.5,8,0.45
3093,467,87.44,5,0.51
719,435,50.55,9,0.37
2675,228,89.52,3,0.23
2465,619,18.28,3,0.63
3235,107,13.47,9,0.19
7936,435,87.76,4,0.13
7142,445,56.68,5,0.96
232,408,12.02,9,0.28
1178,604,1.59,9,0.75
4479,397,37.59,9,0.11
339,99,34,2,0.72
3061,674,48.32,2,0.78
2441,246,2.51,6,0.84
7947,368,31.09,7,0.58
5622,614,86.9,4,0.66
4803,107,36.86,7,0.46
2806,121,5.27,1,0.69
7752,155,77.5,7,0.55
6246,633,19.98,6,0.05
2609,263,34.6,5,0.78
404,262,18.59,2,0.83
1598,471,68.39,9,0.58
7042,124,36.19,3,0.19
7664,707,75.11,6,0.94
6840,203,20.06,8,0.17
4710,174,10.11,4,0.01
531,649,70.42,6,0.21
175,69,28.78,10,0.89
5326,381,35.98,6,0.66
454,330,27.07,3,0.18
1175,613,55.64,8,0.03
4741,323,29.38,8,0.87
4578,363,8.92,2,0.55
1038,205,31.83,7,0.34
3574,90,66.22,5,0.67
5876,343,82.36,2,0.32
629,746,13.5,8,0.02
5791,434,16.14,4,0.04
7880,333,13.38,8,0.62
5466,81,99.05,2,0.11
6936,413,94.39,1,0.05
7672,481,40.93,8,0.87
3685,475,76.87,7,0.08
3238,236,89.97,4,0.65
4091,216,50.23,4,0.26
272,338,45.47,2,0.08
3343,91,58.21,2,0.81
2798,717,14.78,6,0.01
6845,260,23.85,4,0.63
5875,692,26.12,7,0.83
6037,85,24.28,10,0.24
2620,347,64.81,4,0.53
1859,646,78.95,2,0.58
4995,728,66.61,10,0.23
5116,231,85.03,5,0.36
192,356,53.83,9,0.03
114,445,43.81,3,0.52
5663,71,52.45,7,0.35
3581,608,95.96,7,0.77
3054,200,15.84,6,0.91
5302,277,95.58,8,0.78
4330,15,32.64,1,0.63
6747,455,75.17,8,0.33
8172,488,77.15,9,0.71
7373,194,61.83,3,0.57
8008,389,56.31,8,0.68
3519,8,32.56,4,0.72
7386,553,58.22,2,0.35
1480,70,16.89,9,0.99
1545,103,89.83,4,0.77
1469,717,66.7,9,0.97
6526,503,98.05,5,0.59
1259,311,18.8,8,0.78
1487,435,56.75,7,0.69
4014,315,84.24,8,0.59
1216,167,14.52,9,0.02
1987,238,8.03,1,0.79
2956,721,91.63,3,0
7987,255,76.11,10,0.34
7626,562,56.73,9,0.94
6967,6,60.04,8,0.37
7287,143,19.86,9,0.89
6194,155,61.95,7,0.07
4453,61,49.21,2,0.38
368,126,99.82,6,0.67
1149,638,65.75,10,0.52
2996,201,29.18,3,0.2
3798,640,77.28,1,0.83
502,42,47.58,2,0.12
6623,256,81,2,0.03
4017,305,14.52,2,0.32
7109,335,28.73,2,0.05
2578,525,4.63,5,0.36
543,660,77.73,1,0.25
7958,767,63.01,1,0.65
5457,49,56.5,2,0.98
1216,454,52.27,6,0.96
2808,474,29.66,2,0.26
768,728,11.78,6,0.65
5039,59,94.14,4,0.95
5489,145,4.03,2,0.65
7000,73,86.92,1,0.2
6501,442,32.04,5,0.92
2534,361,7.24,6,0.05
3159,610,76.26,5,0.6
4641,623,75.03,3,0.91
1780,532,26.43,10,0.13
2316,236,83.81,7,0.69
762,527,83.19,3,0.48
5232,230,63.18,6,0.36
3634,751,36.02,8,0.5
8147,544,10.26,10,0.45
118,358,22.69,10,0.21
6120,621,8.05,2,0.86
305,59,16.71,2,0.05
6905,202,13.16,9,0.3
3709,403,19.43,10,0.87
7272,338,50.94,1,0.41
5584,148,83.08,3,0.58
4823,684,48,8,0.54
2391,733,65.84,10,0.66
4712,29,90.46,6,0.51
816,44,31.66,8,0.41
3649,469,70.29,5,0.51
5197,16,7.43,5,0.12
6584,689,66.72,6,0.02
6914,526,33.54,1,0.63
40,489,2.84,9,0.73
3330,425,66.85,5,0.7
820,254,4.61,4,0.6
3599,537,34.11,6,0.65
7753,6,11.46,1,0.3
1355,297,74.3,6,0.02
4975,62,30.92,8,0.15
307,601,40.53,6,0.35
5164,36,89.75,9,0.58
5041,662,22.41,6,0.22
6435,661,35.57,7,0.75
7259,763,88.71,6,0.56
7543,589,84.83,3,0.04
2040,664,68.39,3,0.74
20,110,98.17,5,0.56
1856,621,78.2,4,0.04
2150,735,39.35,4,0.08
6754,279,77.95,8,0.42
6357,193,20.51,5,0.08
7383,608,8.58,5,0.47
2499,515,31.26,4,0.05
7807,10,65.69,1,0.23
845,715,16.93,4,0.01
5145,376,42.83,9,0.66
1240,216,63.87,10,0.32
7953,443,82.89,9,0.55
7247,285,66.8,6,0.29
5528,361,59.58,9,0.74
1337,728,88.91,10,0.71
3316,683,7.7,10,0.38
3610,146,3.2,3,0.83
618,727,17.23,9,0.3
1615,732,83.54,6,0.17
4866,766,33.06,1,0.94
7068,653,33.53,3,0.73
5809,418,34.28,6,0.86
8296,329,97.37,3,0.43
3497,560,26.17,2,0.67
4721,321,30.92,7,0.14
7022,485,30.94,7,0.64
5159,646,74.2,1,0.74
5794,116,6.72,9,0.22
5195,123,9.48,1,0.57
5304,535,75.88,3,0.48
873,204,39.03,2,0.77
2292,237,38.28,3,0.99
7077,220,26.37,3,0.49
1049,239,24.07,6,0.71
1841,532,13.14,4,0.49
3066,247,5.33,8,0.78
4391,485,45.21,8,0.85
111,293,98.71,3,0.04
3894,184,46.29,6,0.53
3796,92,8.64,9,0.83
7233,753,51.35,9,0.66
5801,159,28.12,9,0.32
290,294,1.02,7,0.25
2167,768,31.58,10,0.29
2156,718,73.53,4,0.35
1179,351,56.51,3,0.39
4907,57,59.41,6,0.02
4575,31,88.38,5,0.17
8248,133,68.9,5,0.61
2516,473,24.1,7,0.5
6519,86,58.77,1,0.65
4774,599,45.18,8,0.45
3551,616,76.76,5,0.11
7785,125,30.33,2,0.22
4834,659,54.53,7,0.74
4319,547,81.64,9,0.94
6055,544,42.43,3,0.18
6400,448,75.28,9,0.32
555,344,97.86,8,0.44
2365,324,63.5,10,0.66
1440,371,3.62,7,0.76
2312,747,62.06,3,0.05
2650,533,51.54,3,0.43
6312,487,63.38,9,0.2
1770,1,71.54,3,0.44
1819,760,58.52,2,0.4
7028,81,75.82,7,0.66
5803,208,11.2,7,0.4
3839,14,95.75,8,0.95
4910,228,51.2,9,0.9
1777,751,34.36,9,0.01
5491,258,73.03,5,0.09
5017,407,42.98,9,0.31
2705,496,11.71,4,0.18
727,563,41.68,2,0.64
4400,489,18.32,7,0.17
1676,197,50.71,5,0.11
3528,226,47.31,4,0.85
1344,530,99.66,5,0.45
5634,8,98.14,1,0.21
7098,267,52.63,4,0.82
4431,100,57.9,4,0.44
4796,592,59.12,1,0.96
1991,725,58.78,5,0.79
5394,260,59.59,7,0.95
1876,544,58.89,4,0.07
77,484,2.83,4,0.43
7502,546,13.28,6,0.07
6442,736,58.66,6,0.06
5412,290,24.58,1,0.74
7167,743,23.03,2,0.01
6565,616,81.65,2,0.51
6569,550,12.98,9,0.8
1262,549,76.6,6,0.29
5074,66,30.71,2,0.19
3534,250,69.42,9,0.67
2728,323,87.41,9,0.91
4386,400,87.6,3,0.3
8235,449,71.41,3,0.61
7944,631,87.6,10,0.01
4671,25,8.98,4,0.61
4095,491,60.16,2,0.87
4240,550,1.13,2,0.6
79,175,59.16,1,0.11
4877,354,42.08,2,0.3
4834,638,81.69,10,0.32
2336,293,96.19,1,0.56
7465,347,80.2,5,0.3
7096,302,11.75,8,0.85
944,162,39.54,3,0.2
7984,91,95.17,7,0.01
4542,461,15.46,5,0.53
6208,382,44.6,2,0.88
5660,523,54.72,3,0.2
5252,44,94.78,4,0.44
5420,413,59.7,8,0.19
5956,421,19.48,8,0.21
6779,538,49.03,1,0.47
770,340,60.48,2,0.58
3778,474,28.68,8,0.29
6994,127,60.6,8,0.27
3609,243,48,8,0.21
4769,101,49.93,10,0.65
5242,472,16.71,1,0.57
7190,477,6.84,6,0.26
3428,5,75.73,7,0.39
446,583,8.11,4,0.46
913,375,93.08,1,0.72
3092,33,16.44,6,0.11
8290,174,47.16,7,0.78
151,237,24.51,7,0.28
2980,428,58.37,6,0.69
2095,351,37.87,3,0.38
5439,687,73.62,9,0.89
1621,397,98,8,0.91
5769,748,73.19,4,0.53
4766,469,35.82,9,0.75
2709,354,95.51,8,0.61
4483,685,93.55,6,0.87
7236,262,45.57,6,0.7
6400,427,25.08,10,0.38
6526,259,52.53,10,0.96
3064,436,33.49,10,0.14
4336,195,17.22,2,0.21
7712,303,47.99,9,0.65
4766,362,84.36,10,1
3251,52,69.31,9,0.75
7350,180,65.14,8,0.81
7050,102,73.36,3,0.37
3819,700,84.7,4,0.26
6147,678,90.77,6,0.97
4248,550,75.33,8,0.56
2938,635,81.32,4,0.86
7840,537,5.84,4,0.19
7385,194,68.9,9,0.22
6555,364,46.19,7,0.67
1895,145,96.64,3,0.38
2296,203,70.66,9,0.45
7188,710,93.51,3,0.47
3622,374,27.13,10,0.5
7590,663,42.56,7,0.62
1233,617,82.85,1,0.14
452,763,17.49,2,0.54
6437,500,66.22,10,0.35
1095,252,51.14,9,0.59
2329,176,87.48,2,0.41
5511,587,36.94,10,0.8
4147,96,13.38,9,0.2
1581,268,70.32,10,0.62
635,331,39.86,5,0.38
7977,160,66.41,10,0.34
4701,327,47.92,1,0.12
7846,25,45.01,1,0.74
3602,486,86.15,2,0.75
2929,256,64.45,6,0.19
505,625,23.14,1,0.78
5296,417,15.13,9,0.41
6501,432,48.5,2,0.82
8175,178,74.82,1,0.62
6045,403,61.45,4,0.76
8233,186,91.79,3,0.89
6846,15,25.98,9,0.75
1214,334,54.41,5,0.68
1277,92,17.76,6,0.73
3343,454,4.52,9,0.88
3825,600,77,1,0.18
3569,278,28.05,9,0.5
7082,496,18.83,3,0.07
4439,633,94.48,7,0.42
5685,266,70.34,1,0.41
5771,341,4.52,2,0.83
6142,461,47.72,1,0.89
4034,640,2.44,5,0.82
4338,271,49.13,10,0.37
4553,305,5.98,5,0.75
8241,710,77.2,7,0.99
2194,40,88.06,9,0.55
855,37,69.63,5,0.31
5363,710,61.52,10,0.4
7293,668,56.36,4,0.09
5335,627,24.38,2,0.73
5346,629,53.02,2,0.74
877,543,84.86,7,0.55
2000,499,6.46,5,0.56
3539,73,69.22,1,0.11
844,288,25.75,5,0.9
4646,161,48.55,7,0.23
2632,650,13.03,10,0.88
1135,318,77.42,1,0.1
2463,27,83.4,4,0.95
3629,271,39.78,9,0.28
6240,313,71.37,7,0.78
2565,273,25.44,9,0.94
2192,157,14.61,2,0.63
281,659,32.15,6,0.49
109,239,45.02,3,0.26
4038,487,2.15,7,0.19
1366,183,39.04,6,0.66
1165,251,71.06,2,0.05
5382,616,17.1,9,0.78
5495,42,81.09,4,0.78
3786,627,37.24,5,0.17
1997,502,51.19,8,0.3
3307,481,76.89,10,0.72
2964,260,59.71,10,0.54
1822,590,4.55,6,0.74
6015,496,12.4,3,0.15
3526,31,72.12,10,0.26
4158,562,59.55,8,0.2
6541,756,53.42,3,0.09
1833,253,18.94,1,0.34
4857,757,64.41,3,0.7
6293,159,36.41,1,0.91
2526,186,19.19,3,0.19
3197,43,58,1,0.52
393,678,18.66,4,0.79
5734,451,14.46,1,0.31
183,480,38.95,1,0.51
1926,683,39.98,6,0.42
6190,233,52.01,8,0.68
7618,229,97.26,3,0.24
3923,399,7.52,7,0.78
3077,74,39.04,3,0.8
7440,666,97.92,7,0.56
7797,747,8.61,3,0.95
7043,30,33.17,10,0.22
4618,311,26.6,6,0.62
2353,313,90.91,2,0.23
2043,72,16.86,5,0.4
591,415,61.8,8,0.46
201,318,18.01,2,0.37
8177,4,77.91,2,0.63
3596,284,26.28,7,0.7
4920,124,4.32,7,0
3549,41,81.51,9,0.82
7140,435,31.94,10,0.64
2895,89,53.36,9,0.64
2210,156,51.18,8,0.58
5516,744,4.48,9,0.91
4499,420,76.88,9,1
1169,769,82.07,1,0.79
5825,273,5.73,9,0.36
3818,91,93.26,4,0.97
7153,393,17.18,4,0.65
3979,636,99.05,8,0.75
1100,62,40.38,10,0.3
5389,500,98.2,10,0.57
3297,323,19.02,6,0.34
3959,672,18.1,1,0.82
2824,133,33.86,4,0.01
4642,510,47.83,9,0.41
5885,474,60.24,4,0.87
506,30,37.79,7,0.19
620,588,63.77,4,0.91
2125,519,69.47,6,0.9
1921,211,42.63,8,0.97
3652,289,99.89,8,0.47
811,668,99.04,5,0.66
2349,688,32.99,1,0.67
7207,207,14.25,10,0.03
5106,133,96.15,1,0.01
6164,487,10.04,3,0.41
3435,150,50,6,0.74
7955,379,32.66,6,0.26
7541,165,14.1,8,0.07
542,493,25.12,2,0.74
1781,46,16.99,9,0.32
7104,660,57.4,5,0.12
1175,742,18.76,5,0.37
8188,371,71.14,5,0.45
2851,751,44.36,6,0.98
6798,754,7.42,4,0.65
7005,137,71.33,8,0.93
5429,248,8.45,10,0.42
1563,33,81.77,10,0.31
6085,416,78.72,4,0.89
4693,580,62.12,8,0.84
8130,298,39.01,1,0.59
3286,410,69.67,7,0.56
4282,148,40.47,1,0.94
3556,661,27.68,8,0.89
2138,753,13.57,6,0.66
2597,377,61.52,2,0.1
4788,692,71.67,2,0.19
5842,481,5.8,3,0.38
6476,645,44.47,5,0.06
1975,83,33.9,4,0.42
4419,65,47.35,9,0.35
7862,468,73.44,7,0.66
1749,761,24.28,10,0.51
874,673,56.38,3,0.88
1080,170,58.67,4,0.89
3754,73,18.62,5,0.5
3629,353,43.23,3,0.58
3647,35,18.82,1,0.82
478,112,79.13,1,0.65
2163,133,75.77,8,0.74
3353,469,25.01,3,0.47
6671,476,83.06,3,0.85
3237,251,94.7,4,0.23
2398,519,66.75,1,0.27
467,512,97.96,5,0.79
632,389,39.61,8,0.12
1014,90,40.35,10,0.79
8133,58,5.2,4,0.33
2755,590,47.49,2,0.13
4178,540,55.79,7,0.92
1568,765,65.42,5,0.3
976,665,71.3,8,0.8
7124,500,35.36,2,0.26
4231,613,79.57,1,0.85
1398,404,51.18,9,0.64
3600,252,19.54,8,0.89
2393,681,57.26,6,0.15
832,523,63.38,6,0.83
3231,623,21.53,8,0.52
6355,57,79.64,1,0.96
1395,11,16.09,2,0.36
3584,313,14.67,6,0.43
1059,537,43.3,2,0.06
136,389,75.94,3,0.61
3019,37,47.22,7,0.13
5291,429,48.88,7,0.53
4443,204,79.6,1,0.5
2430,102,26.4,6,0.85
5181,32,22.58,4,0.85
3076,88,43.07,9,0.39
1356,275,39.61,6,0.35
5166,671,82.19,1,0.49
4892,59,44.95,8,0.31
7602,68,30.15,9,0.95
595,98,95.06,3,0.28
5521,382,35.03,2,0.01
1913,721,83.51,10,0.78
1907,492,67.33,6,0.46
7178,375,65.38,5,0.74
2082,760,40.77,3,0.67
4717,298,45.47,10,0.85
400,177,8.19,3,0.78
2486,354,94.19,3,0.48
2929,526,81.22,9,0.01
3509,590,30.66,10,0.6
2721,42,41.49,9,0.82
6803,584,72.41,9,0.67
7338,287,15.58,5,0.72
5728,698,47.32,7,0.73
6476,702,9.47,7,0.13
6950,159,70.53,2,0.86
6331,142,85.31,3,0.65
7851,152,84.2,3,0.74
5814,436,57.43,9,0.5
7226,654,48.94,7,0.46
329,101,78.54,10,0.2
8136,662,3.35,10,0.82
3249,356,8.01,6,0.78
7022,677,95.65,10,0.41
5997,308,1.56,6,0.83
3303,409,21.1,2,0.28
5381,603,23.65,2,0.77
5879,658,43.67,6,0.51
4564,680,57.69,4,0.38
6769,637,17.69,7,0.19
3258,187,71.98,3,0.24
6812,474,67.54,4,0.23
6392,142,99.09,6,0.13
4614,513,18.21,4,0.8
5775,618,19.07,6,0.78
4761,490,69.18,9,0.54
2165,131,81.4,6,0.43
7849,81,12.03,8,0.1
1056,237,28.76,10,0.26
6401,583,71.65,4,0.39
6772,559,43.28,4,0.57
2675,689,80.92,5,0.55
2248,117,50.15,2,0.95
6280,583,69.61,2,0.31
4290,477,16.62,3,0.57
7208,510,42.07,1,0.75
6385,649,66.58,6,0.23
2857,189,74.92,3,0.84
6065,363,39.01,4,0.32
6846,71,52.2,9,0.16
2884,468,25.5,5,0.43
3815,419,61.74,9,0.47
614,228,57.15,10,0.46
8211,576,32.56,5,0.47
7348,73,53.99,9,0.56
7465,432,95.51,5,0.13
6221,408,86.01,4,0.09
6506,84,96.74,9,0.66
2864,592,72.47,9,0.66
6426,453,65.25,5,0.18
622,381,72.42,6,0.07
1153,385,23.49,2,0.77
7361,357,1.69,7,0.75
7551,391,70.42,7,0.39
5659,752,35.93,4,0.82
5368,706,93.91,6,0.75
4559,563,68.47,4,0.86
5798,615,4.54,5,0.11
6210,23,13.59,9,0.05
5966,512,56.03,6,0.44
4420,516,7.12,8,0.81
7107,324,70.49,9,0.11
6625,390,99.54,6,0.23
4732,87,47.93,7,0.66
5263,676,12.98,1,0.29
7185,145,91.34,4,0.06
1608,354,60.17,3,0.25
6267,395,88.13,4,0.51
7971,573,12.16,1,0.72
1454,519,29.31,1,0.99
55,514,28.16,6,0.37
2818,121,88.26,7,0.24
3695,725,89.83,5,0.55
4389,317,3.93,3,0.22
4508,719,1.33,6,0.71
3103,478,85.6,3,0.8
4124,210,62.26,5,0.71
5209,377,63.56,5,0.09
1357,287,36.91,3,0.73
5551,463,90.77,1,0.4
868,704,44.31,10,0.44
10,589,11.78,6,0.15
6777,437,73.25,9,0.2
6530,508,48.07,10,0.44
3066,103,19.33,6,0.08
5742,6,64.35,8,0.21
7194,270,1.91,3,0.53
3858,97,58.63,1,0.74
7221,315,40.29,4,0.9
5607,417,82.35,1,0.95
917,754,18.23,4,0.61
4676,143,33.79,1,0.34
6743,90,96.94,8,0.67
5486,669,10.27,5,0.31
5754,576,9.48,4,0.21
1274,285,29.97,3,0.05
7541,52,40.13,9,0.01
3140,451,39.93,3,0.44
2139,237,18.26,1,0.34
5445,320,97.75,3,0.93
1502,6,85.7,1,0.85
7536,371,61.61,3,0.41
7494,147,58.13,2,0.4
1847,679,96.86,8,0.39
1990,377,86.18,7,0.14
1277,327,92.2,3,0.97
6874,682,67.8,6,0.98
1782,41,54.65,8,0.12
6557,17,3.3,10,0.49
5274,424,29.89,9,0.83
5336,601,57.29,9,0.91
794,86,27.41,3,0.55
2907,318,58.01,10,0.66
4129,34,92.98,6,0.8
4306,339,42.44,1,0.41
3,684,78.5,3,0.59
2277,354,37.6,4,0.45
1217,740,9.29,3,0.3
1770,105,91.95,4,0.87
2635,731,32.74,2,0.06
4044,545,3.59,9,0.5
3095,210,2.75,8,0.99
3986,179,9.62,1,0.19
1677,723,52.87,5,0.97
1790,72,52.57,3,0.08
7822,567,51.25,7,0.99
1931,699,55.17,3,0.93
3644,381,35.26,2,0.92
7441,594,3.67,1,0.19
3398,705,48.05,4,0.3
631,545,91.17,6,0.85
5836,662,62.49,10,0.95
3712,657,82.23,2,0.3
4191,529,46.28,3,0.69
2728,291,63.75,1,0.3
952,248,63.34,9,0.05
3623,537,49,5,0.02
5585,603,39.92,8,0.61
4722,170,65.63,6,0.82
3652,354,27.42,3,0.23
734,208,90.58,3,0.2
4937,593,64.52,5,0.75
870,747,24.9,4,0.91
4554,563,79.44,10,0.39
992,581,69.71,9,0.28
3803,610,74.28,4,0.97
7623,645,16.51,5,0.46
1553,710,10.35,10,0.33
7469,540,96.63,6,0.83
3331,703,20.12,6,0.72
4846,125,39.55,7,0.57
8224,124,11.88,4,0.27
2764,354,78.03,1,0.19
121,357,69.92,2,0.63
2639,516,27.3,5,0.95
705,143,92.74,8,0.1
5226,223,60.57,9,0.26
5733,443,94.93,4,0.51
1219,526,63.31,4,0.91
3035,565,50.49,2,0.13
5728,568,39,9,0.37
2778,515,13.62,6,0.47
5530,10,15.11,6,0.6
2331,541,75.31,2,0
3826,398,53.2,5,0.28
7796,617,75.4,4,0.02
2894,182,75.45,10,0.49
1060,194,7.07,10,0.37
1726,540,76.45,3,0.22
5776,20,2.86,1,0.98
5146,448,81.35,1,0.33
173,736,98.49,2,0.76
5087,377,85.04,3,0.02
7559,70,93.41,10,0.33
618,236,82.82,3,0.66
1995,155,32.96,10,0.48
5413,263,55.82,10,0.84
4864,492,39.78,8,0.81
6479,590,68.88,10,0.34
4208,628,64.48,9,0.84
7595,747,18.4,10,0.75
7598,158,58.6,3,0.45
5259,217,44.5,7,0.12
4158,606,85.44,5,0.75
918,104,90.78,8,0.98
878,460,14.29,2,0.84
7461,252,44.99,6,0.52
6403,497,40.24,2,0.51
5348,770,90.74,4,0.09
4657,171,39.27,9,0.81
