TerritoryID,TerritoryDescription,RegionID
1284,Dabancheng,1
1285,Kladovo,4
1286,Rio Negro,2
1287,Qarah Ẕīā’ od Dīn,1
1288,Cikijing,1
1289,Akwanga,2
1290,Umpak,2
1291,Pingshan,1
1292,Costeira do Pirajubae,1
1293,Kampunglistrik,3
1294,Yuta,3
1295,Nangela,1
1296,Hongyuan,2
1297,Uyutne,2
1298,Hedong,1
1299,Usarin,4
1300,Yinkeng,2
1301,Górki Wielkie,2
1302,Rostov-na-Donu,3
1303,Bobigny,1
1304,Goba,4
1305,Paôy Pêt,2
1306,Luanda,3
1307,Suncun,3
1308,Caicó,2
1309,Kačanik,1
1310,Đức Phong,1
1311,Sidi Amar,3
1312,El Salitre,3
1313,Gävle,2
1314,Tây Ninh,1
1315,Göteborg,2
1316,Ḩājī Khēl,3
1317,Tit Mellil,4
1318,Didian,1
1319,Xagqu,4
1320,At Samat,1
1321,Roa,2
1322,Sipoholon,2
1323,Pemberton,1
1324,Negararatu,1
1325,Pinoma,4
1326,Tombu,3
1327,Komyshnya,4
1328,Florianópolis,2
1329,Gunungkencana,3
1330,Skuratovskiy,2
1331,Kujung,2
1332,Hongtian,1
1333,Praya,2
1334,Okpoga,1
1335,Mariposa,1
1336,Lubień,4
1337,Huimin,2
1338,Rabaul,2
1339,San Diego,3
1340,Kitahama,3
1341,Łętownia,3
1342,Kanoni,1
1343,Jangkat,4
1344,Barkly East,4
1345,Bęczarka,2
1346,Bedadung Kulon,4
1347,Jindong,2
1348,Pogórze,3
1349,Langchi,3
1350,Lincoln,1
1351,Listvyanka,4
1352,Zhapu,3
1353,Brněnec,2
1354,Ts’khinvali,4
1355,Cerrito,1
1356,Vouani,2
1357,Vårby,2
1358,Palaiópyrgos,2
1359,Jianjiang,2
1360,Bom Despacho,2
1361,Wenlin,4
1362,Youxikou,3
1363,Mbomba,1
1364,Anjia,1
1365,Périgueux,1
1366,Quiling,3
1367,Bo Phloi,2
1368,Konakridee,2
1369,Felege Neway,2
1370,Mulanje,4
1371,Dukuhsawah,3
1372,Adelaide,1
1373,Dongyangzhen,1
1374,Saladas,4
1375,Jifnā,2
1376,São João da Boa Vista,4
1377,Boji,1
1378,Balakhninskiy,4
1379,Guanajuato,4
1380,Xianyi,4
1381,Lille,4
1382,Vila Nova de Gaia,4
1383,Lixiqiao,4
1384,Pangkalanbunut,4
1385,Ershilipu,3
1386,Santo Domingo,1
1387,Chiri-Yurt,1
1388,Svetlograd,2
1389,Maicao,2
1390,Iḩsim,3
1391,Havlíčkův Brod,1
1392,Daugavgrīva,3
1393,Fangli,2
1394,Utkivka,4
1395,Caozhen,3
1396,Umeå,4
1397,Marne-la-Vallée,4
1398,Pedraza La Vieja,3
1399,Bhisho,1
1400,Yanggu,1
1401,Sydney,3
1402,Yilan,3
1403,Neochórion,4
1404,Tran,1
1405,Santarém,4
1406,Rende,4
1407,Aral,4
1408,Nangkasari,3
1409,Zhixia,2
1410,Chengjiao,4
1411,Gonghe,1
1412,Stockholm,1
1413,Yingmaili,3
1414,Ichinomiya,1
1415,Paris 08,4
1416,San Miguel,3
1417,Yezhu,4
1418,Tangkanpulit,2
1419,Omuo-Ekiti,2
1420,Sīdī Sālim,2
1421,Xiangxiang,3
1422,Saint-Brieuc,3
1423,Mtinko,1
1424,Pravdinsk,4
1425,Juan de Acosta,4
1426,Sukowidodo Barat,4
1427,Brondong,1
1428,Bašaid,1
1429,Kerkrade,4
1430,Halimpu,1
1431,Dzuunmod,1
1432,Bangbayang,1
1433,Bolengpulau,4
1434,Liboro,2
1435,Sakaiminato,2
1436,Op,3
1437,Chengnan,1
1438,Barengkok,4
1439,Trzciana,3
1440,Héroumbili,2
1441,Shigu,4
1442,Yingmaili,2
1443,Huata,3
1444,Kostel,1
1445,Amsterdam,2
1446,Hong Kong,3
1447,Safotulafai,3
1448,San Diego,3
1449,Bom Despacho,4
1450,Reuleuet,3
1451,Tebluru,2
1452,Qingping,3
1453,Mandeni,3
1454,Hallstavik,3
1455,Olszówka,1
1456,Bilice,2
1457,Cabarroguis,1
1458,Yilongyong,4
1459,Takayama,3
1460,Risālpur,2
1461,Ngala,2
1462,Cikembang,1
1463,Kanḏay,4
1464,Bojongloa,4
1465,Valencia,3
1466,Peixing,4
1467,Dongmaku,3
1468,Mekele,1
1469,Māmūnīyeh,3
1470,Camalote,4
1471,Beni,3
1472,Winton,3
1473,Santa Catalina,4
1474,Zaozhuang,2
1475,Smętowo Graniczne,1
1476,Rennes,2
1477,Yungaisi,4
1478,Hendala,2
1479,Vimmerby,2
1480,Svenljunga,2
1481,Mehtar Lām,1
1482,Sanjiangkou,3
1483,Wanzhi,1
1484,Nanling,1
1485,Waikambila,1
1486,Satovcha,1
1487,Santa Luzia,3
1488,Tembongraja,3
1489,Xieshui,1
1490,Aracaju,3
1491,Messejana,4
1492,Milano,2
1493,Sulitair,2
1494,Francisco Beltrão,1
1495,Mandapajaya,2
1496,Mirkovci,2
1497,Jeminay,4
1498,Balitoc,4
1499,Tønsberg,3
1500,Palermo,2
1501,Phủ Thông,3
1502,Antigonish,1
1503,Stockholm,1
1504,Begowāla,3
1505,Al Ma‘baţlī,1
1506,Nantes,3
1507,Shikārpur,3
1508,Al Qurḩ,4
1509,Cihaur,3
1510,Kungur,3
1511,K Bang,1
1512,Alkmaar,2
1513,Njurunda,3
1514,Tuam,2
1515,Terra Chã,4
1516,Moss,1
1517,Daciyao,4
1518,Hallstavik,1
1519,Haixing,4
1520,Mpanda,2
1521,Xiniu,1
1522,Dasuhe,1
1523,Da’an,4
1524,Changgai,1
1525,Cisaat,3
1526,Salvacion,2
1527,Ivanovo-Alekseyevka,4
1528,Baishui,2
1529,Pereira,1
1530,São João da Barra,1
1531,‘Amrān,2
1532,N'Djamena,4
1533,Luan Balu,2
1534,Aral,2
1535,Sundsvall,2
1536,Masaguisi,4
1537,Malbork,4
1538,Przelewice,3
1539,Bambanglipuro,1
1540,Lipahan,4
1541,Sakurai,1
1542,Lilla Edet,1
1543,Boende,4
1544,Digos,1
1545,Nacka,1
1546,Chajarí,1
1547,El Pardo,1
1548,Dutsin Ma,3
1549,Pysznica,4
1550,Caburan,3
1551,Bergen,2
1552,Luleå,4
1553,Arras,1
1554,Gibsons,4
1555,Linxihe,1
1556,Karangpeton,2
1557,Quangang,1
1558,Neietsu,4
1559,Xiangfu,3
1560,Antas,1
1561,Novokuybyshevsk,2
1562,Vaxholm,1
1563,Calhetas,4
1564,Manolás,3
1565,Korobitsyno,3
1566,Lameira,4
1567,Tiền Hải,2
1568,Oemollo,2
1569,Chuangye,1
1570,Ambulong,3
1571,Zhangping,2
1572,Primero de Enero,3
1573,Ashbourne,4
1574,Cumadcad,2
1575,Takub,4
1576,Shīnḏanḏ,2
1577,Ţayyibat al Imām,3
1578,Nazareth,3
1579,Puerto Francisco de Orellana,1
1580,Anle,4
1581,Reutlingen,3
1582,Dāngām,1
1583,Loandjili,1
1584,Agía Varvára,1
1585,Putre,3
1586,Domont,2
1587,Talun,3
1588,Galapa,4
1589,Caldas Novas,4
1590,Atlanta,4
1591,Beidou,2
1592,Centralniy,4
1593,Saguday,3
1594,Lelekovice,4
1595,Jatirejo,3
1596,Villa Nueva,1
1597,Gnieżdżewo,3
1598,Novosheshminsk,1
1599,Viñac,1
1600,Gorbunki,3
1601,Lomme,2
1602,Dayapan,4
1603,Poiares,4
1604,Bartsrashen,4
1605,Dallas,4
1606,Buynaksk,4
1607,Buturlinovka,3
1608,Hongmei,2
1609,Mojomulyokrajan,4
1610,Béthune,3
1611,Bila Krynytsya,3
1612,Guadalupe,3
1613,Henghe,3
1614,Tangkil,4
1615,Novotroitsk,2
1616,Xinjiezi,1
1617,Buenaventura,2
1618,Zitong,1
1619,San José de Mayo,3
1620,Canindé,4
1621,Waalwijk,1
1622,Al Ḩumaydāt,3
1623,Kolonia Town,1
1624,Babakansalam,1
1625,Konstantynów Łódzki,1
1626,Ul,1
1627,Bungtiang Barat,1
1628,Hannover,2
1629,Kosakowo,4
1630,Baisha,4
1631,Anju,3
1632,Tršić,3
1633,Bolo,4
1634,Gakovo,2
1635,Indianapolis,2
1636,Jianrao,2
1637,Vrýses,1
1638,Calaoagan,1
1639,Barţa‘ah ash Sharqīyah,1
1640,Salogon,4
1641,Meixi,1
1642,Sidirókastro,1
1643,Paoua,3
1644,Zhongjiapu,2
1645,Wotho,3
1646,Imsil,3
1647,Salwá,1
1648,Kramfors,3
1649,Pojok,3
1650,Magalalag,3
1651,Jambesari,2
1652,Färjestaden,1
1653,Lipljan,1
1654,Tujing,2
1655,Riđica,4
1656,Messíni,3
1657,Bukedea,1
1658,San Miguel,1
1659,Arue,1
1660,Länsi-Turunmaa,2
1661,Angatel,2
1662,Camlachie,3
1663,Berezivka,1
1664,Kaduseeng,4
1665,Piketberg,3
1666,Zili,4
1667,Solna,1
1668,Vazante,4
1669,Luuka Town,1
1670,Bangkle,2
1671,Macedo de Cavaleiros,4
1672,Nantes,4
1673,Nkove,2
1674,Is,1
1675,Thị Trấn Thất Khê,3
1676,Newark,1
1677,Chengxi,3
1678,Fenggao,4
1679,Buenlag,2
1680,Kréstena,1
1681,Guji,4
1682,Sanjia,1
1683,Mar del Plata,1
1684,Trelleborg,4
1685,Uzlovaya,2
1686,Baizhong,1
1687,Urho,4
1688,Guantun,3
1689,Bogorejo,3
1690,Tvrdonice,4
1691,Udomlya,3
1692,Popovo,3
1693,Wurno,4
1694,Bisert’,2
1695,Nakhabino,1
1696,Kongoussi,3
1697,Silae,3
1698,Engenheiro Beltrão,4
1699,Huatanshan,1
1700,Krasnogorodskoye,1
1701,Headlands,1
1702,Jakobstad,1
1703,Saguing,3
1704,Orlovka,3
1705,Tanabi,3
1706,Sabnie,2
1707,Xiongbei,3
1708,Muyi,1
1709,Nový Bydžov,2
1710,Sukonolo Krajan,3
1711,Pukë,3
1712,Maevatanana,3
1713,Binucayan,3
1714,Kladanj,1
1715,Shenzhong,1
1716,Ilandža,1
1717,Verkhn’odniprovs’k,3
1718,Potlot,1
1719,Jimeta,4
1720,Vostochnoe Degunino,3
1721,Xiangfeng,1
1722,Norrtälje,1
1723,Ntonggu,1
1724,Shuangfeng,2
1725,Nueva Imperial,3
1726,Guanchao,3
1727,Lampa,4
1728,Poá,4
1729,Habry,2
1730,Kuvandyk,1
1731,Huayuanli,2
1732,Shadili,3
1733,Fushi,3
1734,Ulricehamn,1
1735,Várzea da Palma,3
1736,Basse-Terre,1
1737,Plaza Huincul,3
1738,Mufulira,4
1739,Huangjindong,1
1740,Priozërsk,4
1741,Bacuyangan,1
1742,Outeiro Seco,1
1743,Yogyakarta,4
1744,Cacoal,3
1745,Washington,1
1746,Mawlaik,4
1747,Yotala,3
1748,Volodars’k-Volyns’kyy,3
1749,Atbasar,1
1750,Banjar Jambe Baleran,1
1751,Wierzchucino,2
1752,Bielefeld,2
1753,Pessac,2
1754,Timoulilt,2
1755,Cabreúva,4
1756,Halayhayin,3
1757,Hongsihu,4
1758,Jamundí,2
1759,Capitán Bermúdez,4
1760,Daja,4
1761,Kool Tengah,4
1762,Beidu,2
1763,Novopodrezkovo,4
1764,Lófos,1
1765,Birnin Kebbi,1
1766,Lavezares,1
1767,Guadalupe,2
1768,Tatuí,2
1769,Vyatskiye Polyany,3
1770,Castelo,3
1771,Funaishikawa,2
1772,Poitiers,4
1773,Melfort,1
1774,El Calvario,2
1775,Ngulakan,1
1776,Fanzeres,4
1777,Wuxia,3
1778,Cumanacoa,2
1779,Salinungan Proper,2
1780,Nakusp,2
1781,Zhamog,4
1782,Itacoatiara,2
1783,Zadvorsko,2
1784,Buaran,4
1785,Bayshint,3
1786,Yicheng,1
1787,Oxelösund,4
1788,São Francisco,1
1789,Levoberezhnaya,2
1790,Tlogowetan,2
1791,Créteil,4
1792,Buga,4
1793,Fenoarivo Be,3
1794,Macklin,4
1795,Vila Boa do Bispo,1
1796,Garissa,3
1797,São João da Barra,2
1798,Chervonohryhorivka,1
1799,San Vicente,2
1800,Askim,2
1801,Arpajon,1
1802,Wahai,4
1803,Götene,3
1804,Shuangxiqiao,3
1805,Fuying,3
1806,Petropavlovsk,1
1807,Wolowona,4
1808,Guadalupe,1
1809,Taganskiy,1
1810,Pukë,2
1811,Guanshan,3
1812,Al Buq‘ah,3
1813,Huangsha,4
1814,Ul,2
1815,Pégeia,3
1816,Kirs,4
1817,Muzi,3
1818,Wąbrzeźno,3
1819,Kawangu,3
1820,Tyrawa Wołoska,4
1821,Al Manshāh,4
1822,Novaya Mayna,4
1823,Mayenne,3
1824,Nynäshamn,2
1825,Karangbalong,2
1826,Iyo,3
1827,Kokstad,2
1828,Bantardawa,2
1829,Sudoměřice,3
1830,Donghai,2
1831,Fanyang,3
1832,Church End,2
1833,Chekmagush,4
1834,Claver,1
1835,Emalgolin Mongolzuxiang,4
1836,Calzada Larga,4
1837,Lancheng,4
1838,Jinping,2
1839,Sîr ed Danniyé,1
1840,Tuodian,1
1841,Zhanlong,2
1842,Ilandža,3
1843,Wojaszówka,2
1844,Venezuela,1
1845,Moussoro,2
1846,Huaqiao,1
1847,Ipu,1
1848,Victoria,3
1849,Cavaillon,2
1850,Tuusula,2
1851,Coolock,4
1852,Mirandopólis,3
1853,Jintang,1
1854,Rouen,1
1855,Cirumput,1
1856,Huangshi,1
1857,Cibangban Girang,3
1858,San Rafael,2
1859,Dzhiginka,1
1860,Valladolid,4
1861,Adelaide Mail Centre,2
1862,Darłowo,1
1863,Goseong,1
1864,Äänekoski,1
1865,Paraćin,1
1866,El Quiteño,4
1867,Amagi,4
1868,Aimorés,4
1869,Le Chambon-Feugerolles,2
1870,Bureng,2
1871,Anxiang,3
1872,Goianira,2
1873,Samaro,1
1874,Youngstown,4
1875,Pandangan Kulon,1
1876,Kos,4
1877,Korenëvo,3
1878,Kota Bharu,1
1879,Santa Rosa,4
1880,Okigwi,3
1881,Jiaozhou,2
1882,Ust’-Izhora,2
1883,Lyubimets,2
1884,Józefów,2
1885,Shuitian,4
1886,San José,2
1887,Sarnów,1
1888,Fatuulan,3
1889,Tobelo,4
1890,Narathiwat,4
1891,Lanigan,1
1892,Prapen,1
1893,Surenavan,3
1894,Namayingo,1
1895,Shitang,1
1896,Tanagara,2
1897,Lýkeio,3
1898,Nanjia,1
1899,Ichihara,1
1900,Karabash,1
1901,Santa Maria,4
1902,San Jose,3
1903,Siewierz,4
1904,Rafael Hernandez Ochoa,4
1905,Borås,1
1906,Daşoguz,3
1907,Ölgiy,3
1908,Richmond,1
1909,Daga,4
1910,São Filipe,3
1911,Vicente Guerrero,2
1912,Majin,4
1913,Maibu,2
1914,Beiyang,3
1915,Duogongma,3
1916,Laiyang,3
1917,Tuusniemi,1
1918,Yunfu,1
1919,Ḩāfiz̧ Moghul,4
1920,Jiangnan,1
1921,Paita,3
1922,Nahura,4
1923,Arīḩā,4
1924,Miao’ergou,3
1925,Maebaru,1
1926,Batangtoru,3
1927,Kiszkowo,3
1928,Tatuí,1
1929,Newmarket,4
1930,Mabu,3
1931,Wangdun,2
1932,Darfield,4
1933,Sumberingin Kulon,3
1934,Dakoro,1
1935,Emiliano Zapata,2
1936,Strängnäs,3
1937,Hongdu,1
1938,Telouet,1
1939,Menzel Abderhaman,1
1940,Hangou,1
1941,Tyumen,3
1942,Vin’kivtsi,1
1943,Liuhe,2
1944,Gonça,4
1945,Timmins,1
1946,Dongjiao,3
1947,Aknoul,1
1948,Ervedosa do Douro,3
1949,Åkersberga,2
1950,Comodoro Rivadavia,4
1951,Garajati,2
1952,Dushk,4
1953,Pigcawayan,4
1954,Zhongguan,4
1955,Qiaole,1
1956,Piduhe,2
1957,Selat,4
1958,Silgueiros,4
1959,Oliveira de Frades,3
1960,Nova Olímpia,4
1961,Butare,1
1962,At Samat,4
1963,Phra Khanong,2
1964,Enschede,1
1965,Cojutepeque,3
1966,Xomong,3
1967,San Guillermo,2
1968,Sukamaju,4
1969,Canindé,3
1970,Kandun,4
1971,Nianqiao,1
1972,Hecun,3
1973,Roma,4
1974,Huiyuan,2
1975,Łapczyca,1
1976,Ludvika,2
1977,Tugusirna,3
1978,Bolou,1
1979,Youchou,3
1980,Novyy Nekouz,4
1981,Modis,2
1982,Pringgabaya,2
1983,Longwantun,1
1984,Suru,3
1985,Cikaras,2
1986,Diavatós,1
1987,Tân Phú,3
1988,San Carlos,4
1989,Wates,4
1990,Leramatang,4
1991,Ciranca,3
1992,Melville,1
1993,Botucatu,1
1994,Foumbot,4
1995,Kudusan,3
1996,Linjiang,1
1997,Karlovy Vary,2
1998,Gubeikou,4
1999,Tanlad,2
2000,Debre Tabor,1
2001,Kōchi-shi,2
2002,Bojongaren,4
2003,Iporã,3
2004,Raczki,4
2005,Baoxing,1
2006,Poroçan,3
2007,Chunshui,1
2008,Qi’an,2
2009,Jixiang,3
2010,Toki,2
2011,Përmet,3
2012,Sumberpucung,2
2013,Bonoua,4
2014,Dankama,3
2015,Clermont-Ferrand,1
2016,Kolaka,3
2017,Moscow,1
2018,Jiancheng,3
2019,Tomay Kichwa,2
2020,Donggu,4
2021,Mloko,3
2022,Jatinagara,2
2023,Feira de Santana,1
2024,Phoenix,2
2025,Osorno,2
2026,Kharp,3
2027,Xiema,4
2028,Nobinobi,4
2029,Ballisodare,1
2030,Dziadkowice,4
2031,Punta Cana,4
2032,Rio de Janeiro,1
2033,Jiaze,2
2034,Wenshao,2
2035,Wolonio,1
2036,El Fahs,4
2037,Mawza‘,3
2038,Bitola,2
2039,Troyes,3
2040,Huaribamba,4
2041,Guimbal,3
2042,Szydłowo,2
2043,Zaqatala,2
2044,Nambalan,4
2045,Wŏnsan,1
2046,Shazhenxi,2
2047,Miami,1
2048,Xiaohe,2
2049,Port Hawkesbury,2
2050,Houmen,3
2051,Sanshandao,1
2052,Daqian,2
2053,Duran,3
2054,Aconibe,4
2055,Sang-e Māshah,2
2056,Opatowiec,3
2057,Daoxian,3
2058,Sanqishi,3
2059,Nestório,4
2060,Ngancar,1
2061,Panamá,4
2062,Gala,1
2063,Depapre,4
2064,Gunungtua,4
2065,Xianbao,2
2066,Qingkenpao,2
2067,Buriwutung,1
2068,Älvdalen,4
2069,Pasirhaur,3
2070,Malian,2
2071,Riung,3
2072,Teluksantong,3
2073,Macas,2
2074,Konstancin-Jeziorna,1
2075,Chauk,4
2076,Dadoupu,3
2077,Kalengwa,4
2078,Kiviõli,2
2079,Āqchah,4
2080,Tanqiao,1
2081,Jacksonville,1
2082,Ambato Boeny,2
2083,La Roche-sur-Yon,4
2084,Semarang,2
2085,Wudil,3
2086,Mačkovec,4
2087,Gushikawa,2
2088,Sanchahe,1
2089,Kaizuka,3
2090,Huata,2
2091,Greenville,1
2092,Banovo Polje,4
2093,Manaus,2
2094,Sabi,4
2095,Al Jabīn,4
2096,Levallois-Perret,2
2097,Asopía,1
2098,Vacenovice,4
2099,Aozai,1
2100,Altamira,4
2101,Panggungwinong,1
2102,Sanandaj,1
2103,Sabang,4
2104,Zhongzhou,1
2105,Levoberezhnaya,4
2106,Sŭedinenie,2
2107,Tinampo,2
2108,Nizhniy Novgorod,4
2109,Providencia,1
2110,Lahad Datu,4
2111,Rancaranji,1
2112,Zhelin,2
2113,Temizhbekskaya,3
2114,Xindong,4
2115,Ouranoupolis,2
2116,Lindome,1
2117,Lidingö,3
2118,Burqah,2
2119,Lyubar,3
2120,Yangqiao,3
2121,Tekstil’shchiki,4
2122,Stanowice,2
2123,Baldone,2
2124,Catungawan Sur,1
2125,Lâm Thao,1
2126,Andaray,3
2127,Romanovo,3
2128,De la Paz,3
2129,Lipce Reymontowskie,2
2130,Batou,4
2131,Ariquemes,2
2132,Kingisepp,2
2133,Färjestaden,2
2134,Yuejin,1
2135,Golacir,1
2136,Suntar,1
2137,Şuraabad,2
2138,Tierp,3
2139,Sahline,3
2140,Lunang,3
2141,Anjozorobe,3
2142,Otoka,1
2143,Lamía,1
2144,Nangerang,3
2145,Yelets,2
2146,Fresnes,4
2147,Xihuaiba,4
2148,Robonkon,3
2149,Biankouma,3
2150,Ithari,3
2151,Wonorejo,2
2152,Nabīnagar,2
2153,Rado,2
2154,Garibaldi,1
2155,Lazaro Cardenas,2
2156,Aţ Ţafīlah,4
2157,Pidsandawan,2
2158,Usa River,1
2159,Entradas,4
2160,Bambous Virieux,2
2161,Huazhai,1
2162,Baytīn,3
2163,Hongwei,1
2164,Qal‘eh-ye Khvājeh,4
2165,Nizhniy Lomov,2
2166,Lanyi,2
2167,Yamaguchi-shi,2
2168,Vale,3
2169,Jiangshan,3
2170,Gaogongdao,2
2171,Đà Bắc,1
2172,Beddeng,1
2173,Muḩradah,1
2174,Naghalin,2
2175,Pakusari,3
2176,Las Vegas,4
2177,Sipocot,4
2178,Garahaji,3
2179,Baiyin,3
2180,Tal’ne,2
2181,Bobigny,3
2182,Midões,1
2183,Gaplek,3
2184,Vale,2
2185,Stykkishólmur,2
2186,Urjala,4
2187,Przelewice,2
2188,Mafra,3
2189,Guanzhuang,3
2190,Tanguiéta,3
2191,Wanzhi,4
2192,El Corpus,3
2193,Skópelos,2
2194,Bétérou,2
2195,Baipenzhu,2
2196,Cungkal,2
2197,Bodeh,4
2198,Xhafzotaj,1
2199,Tsapêraī,1
2200,Dongling,3
2201,Huatajata,4
2202,Huangdu,4
2203,Hejiadong,2
2204,Barru,3
2205,Al Maḩallah al Kubrá,2
2206,Cañas,3
2207,Pau,4
2208,Liuhao,3
2209,Rzgów,3
2210,Hønefoss,4
2211,Nirji,1
2212,Japerejo,2
2213,Tarogong,4
2214,Samanco,2
2215,Bandjoun,2
2216,Takeshiken,1
2217,Hermoso Campo,2
2218,Bedayutalang,4
2219,Insrom,3
2220,Huyuan,1
2221,Liangdang Chengguanzhen,2
2222,Mae Lao,4
2223,Lianyi,2
2224,Vrbice,3
2225,Butubut Norte,2
2226,Omuo-Ekiti,2
2227,Ticrapo,4
2228,Myski,1
2229,Baiqiao,3
2230,Parque Industrial,1
2231,G’uzor,4
2232,Yangkou,4
2233,Nanterre,4
2234,Ribafria,2
2235,Strömsund,3
2236,Bail,3
2237,Guanqian,1
2238,Ciperang,2
2239,Kubachi,2
2240,Las Palmas,2
2241,Issad,2
2242,Baiyangwan,1
2243,Železniki,1
2244,Muramvya,4
2245,Sandymount,2
2246,Cambuga,1
2247,San Bernardo,3
2248,Olhos de Água,4
2249,Zhangjiagang,2
2250,Chunjiang,2
2251,Vischongo,3
2252,Casa Nova,4
2253,Windusakti Hilir,4
2254,Khánh Hải,1
2255,Salaverry,3
2256,Bilaran,2
2257,Bintuni,3
2258,Żernica,2
2259,Cristóbal,3
2260,Kretinga,4
2261,Imielin,4
2262,Överkalix,4
2263,Biharamulo,1
2264,Senglea,2
2265,Hausjärvi,1
2266,Gunungbatu,2
2267,Gikongoro,1
2268,Mezhevoy,4
2269,Bintulu,4
2270,Cikalong,4
2271,Gayam,3
2272,Sandia,1
2273,Wanglu Kulon,2
2274,Pilchowice,4
2275,Strasbourg,3
2276,Kaliska,2
2277,Siding,1
2278,Palaran,4
2279,Verkhozim,2
2280,Tchaourou,4
2281,Cheb,2
2282,Abū Mūsā,3
2283,La Guacamaya,1
2284,Langádhia,2
2285,Couto,1
2286,Milići,4
2287,Al Jaghbūb,3
2288,Kalibuntu,4
2289,Patique,2
2290,Dembéni,1
2291,Wakema,4
2292,Bertoua,1
2293,Lijiang,1
2294,Jiucheng,4
2295,Željezno Polje,4
2296,Buenavista,4
2297,Dongda,1
2298,Karelichy,2
2299,Bunog,3
2300,Dante Delgado,3
2301,High Point,4
2302,Muang Sing,3
2303,Novi Šeher,2
2304,Figueira Castelo Rodrigo,1
2305,Tangjian,4
2306,Xinjiezi,2
2307,Salsipuedes,2
2308,Rönninge,4
2309,Tawun,2
2310,Shangfang,1
2311,Harnoli,3
2312,Xiatang,2
2313,Närpes,3
2314,Independencia,4
2315,Reading,4
2316,Maqia,4
2317,Arras,4
2318,Brejoeira,1
2319,Ngaliyan,4
2320,Chencai,3
2321,Sacramento,1
2322,Colorado Springs,2
2323,Alivéri,1
2324,Stobreč,4
2325,Vilar,2
2326,Göteborg,1
2327,Jobabo,1
2328,Parapat,4
2329,Hrazdan,3
2330,Chambara,4
2331,Niimi,2
2332,Remas,2
2333,Bayanbulag,4
2334,Novoanninskiy,2
2335,Dranoc,4
2336,Ginatilan,3
2337,Austin,2
2338,Quinua,2
2339,Niquelândia,3
2340,Seka,2
2341,Taouima,1
2342,Nagasari,3
2343,Wuci,4
2344,Guadalupe,2
2345,Fada,4
2346,Santa Rita,3
2347,Pasirhaur,3
2348,Bagumbayan,4
2349,Sambong,1
2350,Starobelokurikha,1
2351,Borgo Maggiore,1
2352,Tanshan,2
2353,Uthai,3
2354,Wagini,3
2355,Evansville,4
2356,Rossosh’,3
2357,Karangmelok,2
2358,Kampong Cham,3
2359,Gaobu,3
2360,Banaran,4
2361,Ånge,4
2362,Maliuzui,4
2363,Ciparasi,2
2364,Cicapar,4
2365,Terara,3
2366,Huanggong,3
2367,Huacrapuquio,2
2368,Manevychi,3
2369,Golubinci,3
2370,Kuala Lumpur,4
2371,Haghartsin,3
2372,Mohelnice,4
2373,Gerong,1
2374,Tanumshede,4
2375,Embu Guaçu,4
2376,Chelu,3
2377,Heilbronn,4
2378,Yambio,3
2379,Linshui,3
2380,Hanting,4
2381,Raleigh,2
2382,Del Pilar,3
2383,Koryčany,4
2384,San Ignacio,2
2385,Milíkov,4
2386,Bouna,3
2387,Tycheró,3
2388,Betulia,2
2389,Anchorage,4
2390,Hiseti,2
2391,Laranganglintong,4
2392,Jagong,3
2393,Cluny,2
2394,Xiaoweizhai,2
2395,Khanāşir,4
2396,Palestina,4
2397,Trablice,3
2398,Arauá,1
2399,Janeng,4
2400,San Vicente,4
2401,Čáslav,2
2402,San Fernando,2
2403,Aloja,1
2404,Qingkenpao,4
2405,Pobral,4
2406,Santa Lucia,2
2407,Chidian,1
2408,Krajan Puger Wetan,1
2409,Žiežmariai,1
2410,Ete,3
2411,Tadou,1
2412,Dili,4
2413,Caldelas,4
2414,Sagasa,3
2415,Heishan,1
2416,Tignapalan,1
2417,Quarteira,2
2418,Okaya,3
2419,Abbeville,1
2420,Rtishchevo,3
2421,Xidajie,4
2422,Vetluga,1
2423,Pondokaso,1
2424,Matiao,3
2425,Intendente Alvear,2
2426,Quinuabamba,4
2427,Qiting,4
2428,Åhus,2
2429,Long Beach,2
2430,Khiv,2
2431,Szczecinek,1
2432,Barra,3
2433,Laiponda,4
2434,Independencia,2
2435,Kragan,1
2436,Baitian,2
2437,Krujë,3
2438,Sangmu,4
2439,Fontinha,3
2440,Chatou,1
2441,Hollywood,2
2442,Erdu,3
2443,San Antonio,2
2444,Vinha,1
2445,Strassen,4
2446,Jaworzynka,3
2447,Zhiletovo,3
2448,Omaha,4
2449,Reguengos de Monsaraz,3
2450,Pittsburgh,2
2451,Pirapora do Bom Jesus,1
2452,Kirovgrad,3
2453,Mogwase,1
2454,Tash-Kumyr,3
2455,Pakel,4
2456,Fornos,3
2457,Kut Chap,3
2458,Itoman,1
2459,Båstad,3
2460,Kachug,3
2461,Hejiayan,2
2462,Setonokalong,2
2463,Majia,2
2464,Panay,4
2465,Longfeng,3
2466,Houston,4
2467,Quinta,2
2468,Karajeun,1
2469,Xiaohenglong,2
2470,Itabaiana,1
2471,Yonggu,4
2472,Krzczonów,1
2473,Mazowe,2
2474,Voždovac,4
2475,Jiacun,4
2476,Shushenskoye,4
2477,Oliveira de Baixo,2
2478,Lieyu,4
2479,Freiria,4
2480,Lang,1
2481,Sandnes,1
2482,Zhougao,1
2483,Peristerá,2
2484,Badung,4
2485,Daja,2
2486,Kökar,2
2487,Sochaux,1
2488,Bulembu,3
